financial_id,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,parliamentary_id,Member,JobTitle,StartDate,EndDate,IsUntilFurtherNotice,PayerName,PayerIsPrivateIndividual,IsPaidAsDirectorOfPayer,PayerPublicAddress,Updated_2,Updated_3,Updated_4,Updated_5,Updated_6,Updated_7,PaymentReceived,ReceivedDate,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails,RegularityOfPayment,PeriodForHoursWorked,DonationSource,AcceptedDate,ReceivedEndDate,IsSoleBeneficiary,DonorName,DonorPublicAddress,DonorStatus,DonorCompanyName,DonorCompanyUrl,DonorCompanyIdentifier,DonorCompanyIdentifierSource,DonorTrustDetails,DonorOtherDetails,Appg,VisitLocations_Country_1,VisitLocations_Destination_1,Purpose,Donors_Name_1,Donors_IsPrivateIndividual_1,Donors_PublicAddress_1,Donors_PaymentType_1,Donors_PaymentDescription_1,Donors_Value_1,Donors_IsSoleBeneficiary_1,Donors_Name_2,Donors_IsPrivateIndividual_2,Donors_PublicAddress_2,Donors_PaymentType_2,Donors_PaymentDescription_2,Donors_Value_2,Donors_IsSoleBeneficiary_2,Donors_Name_3,Donors_IsPrivateIndividual_3,Donors_PublicAddress_3,Donors_PaymentType_3,Donors_PaymentDescription_3,Donors_Value_3,Donors_IsSoleBeneficiary_3,VisitLocations_Country_2,VisitLocations_Destination_2,VisitLocations_Country_3,VisitLocations_Destination_3,Donors_Name_4,Donors_IsPrivateIndividual_4,Donors_PublicAddress_4,Donors_PaymentType_4,Donors_PaymentDescription_4,Donors_Value_4,Donors_IsSoleBeneficiary_4,Donors_Name_5,Donors_IsPrivateIndividual_5,Donors_PublicAddress_5,Donors_PaymentType_5,Donors_PaymentDescription_5,Donors_Value_5,Donors_IsSoleBeneficiary_5,IsSoleOwner,Location,PropertyDescription,PropertyOwnerDetails,RentalIncomeDetails,RentalIncomeStartDate,RentalIncomeEndDate,NumberOfProperties,IsLand,IsAnyRentalIncomePaidToAnotherPerson,Country,LandUse,PropertyType,ShareholdingThreshold,RegistrableDate,OrganisationName,OrganisationDescription,HeldOnBehalfOf,ManagedBy,AroseOn,Description,MiscellaneousInterestType,WorkingPattern,PersonName,FamilyMemberRelationshipLevel,FamilyRelationType,Employer
7974,"Rossa O'Keeffe-O'Donovan - £2,000.00",,31/07/2024,31/07/2024,,Category 2,5282,Dan Tomlinson,,,,,,,,,,,,,,,,,Cash,,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Rossa O'Keeffe-O'Donovan,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8431,"Labour Together Limited - £10,000.00",,31/07/2024,31/07/2024,,Category 2,5107,Linsey Farnsworth,,,,,,,,,,,,,,,,03/04/2024,Cash,,10000,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),03/04/2024,,TRUE,Labour Together Limited,"Langley House Park Road, East Finchley, London N2 8EY",Company,Labour Together Limited,,9630980,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8482,"Patrick Foster - £7,150.00",,31/07/2024,31/07/2024,,Category 2,5207,Clive Jones,,,,,,,,,,,,,,,,,Cash,,7150,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Patrick Foster,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7979,"Betterworld Ltd - £2,500.00",,31/07/2024,31/07/2024,,Category 2,5282,Dan Tomlinson,,,,,,,,,,,,,,,,,Cash,,2500,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Betterworld Ltd,"14 St. Mary's Street, Stamford, Lincs PE9 2DF",Company,Betterworld Ltd,,3408967,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8119,"Community Union - £3,300.00",,31/07/2024,31/07/2024,,Category 2,5098,Dr Marie Tidball,,,,,,,,,,,,,,,,,InKind,Campaign support,3300,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Community Union,"465c Caledonian Road, London N7 9GX",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8033,"Communication Workers' Union - £2,000.00",,29/07/2024,31/07/2024,,Category 2,410,Jon Trickett,,,,,,,,,,,,,,,,,Cash,Received on the 20th June 2024,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Communication Workers' Union,"150 The Broadway, Wimbledon SW19 1RX",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8052,"UNISON - £7,723.60",,29/07/2024,31/07/2024,,Category 2,4464,Melanie Onn,,,,,,,,,,,,,,,,,Cash,,7723.6,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,UNISON,"130 Euston Road, London NW1 2AY",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8084,"Stephen Hunt - £2,000.00",,29/07/2024,31/07/2024,,Category 2,5096,Ian Sollom,,,,,,,,,,,,,,,,,Cash,,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Stephen Hunt,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8108,"Mr Stuart Roden - £5,000.00",,30/07/2024,31/07/2024,,Category 2,221,Dan Norris,,,,,,,,,,,,,,,,,Cash,,5000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Mr Stuart Roden,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8123,"Guy Jennings - £2,000.00",,30/07/2024,31/07/2024,,Category 2,4995,Sarah Dyke,,,,,,,,,,,,,,,,,Cash,for my election campaign,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Guy Jennings,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8186,"The Communication Workers Union - £6,000.00",,30/07/2024,31/07/2024,,Category 2,4783,Kate Osborne,,,,,,,,,,,,,,,,04/06/2024,Cash,support for candidacy at election for parliamentary office,6000,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),04/06/2024,,TRUE,The Communication Workers Union,"150 The Broadway, Wimbledon SW19 1RX",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8270,"MFGC Holdings Ltd - £2,000.00",,30/07/2024,31/07/2024,,Category 2,5157,Susan Murray,,,,,,,,,,,,,,,,,Cash,,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,MFGC Holdings Ltd,"87 West Regent Street, Glasgow G2 2AW",Company,MFGC Holdings Ltd,,SC647579,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8587,"Shaya Raymond - £5,000.00",,31/07/2024,31/07/2024,,Category 2,4597,Mrs Kemi Badenoch,,,,,,,,,,,,,,,,05/06/2024,InKind,strategic advice and coaching,5000,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),05/06/2024,25/06/2024,TRUE,Shaya Raymond,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8599,"D P Energy Ltd - £2,000.00",,31/07/2024,31/07/2024,,Category 2,5250,Gideon Amos,,,,,,,,,,,,,,,,,Cash,,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,D P Energy Ltd,"Gordon Wood Scott & Partners Limited, Dean House 94 Whiteladies Road, Clifton, Bristol BS8 2QX",Company,D P Energy Ltd,,3272391,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8530,"Labour Together Ltd - £10,000.00",,31/07/2024,31/07/2024,,Category 2,5257,Rachel Blake,,,,,,,,,,,,,,,,05/03/2024,Cash,,10000,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),05/03/2024,,TRUE,Labour Together Ltd,"Langley House, Park Road, East Finchley N2 8EY",Company,Labour Together Ltd,,9630980,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7987,"Martin Taylor - £5,000.00",,31/07/2024,31/07/2024,,Category 2,5282,Dan Tomlinson,,,,,,,,,,,,,,,,,Cash,,5000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Martin Taylor,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7941,"Robert West - £1,855.00",,29/07/2024,31/07/2024,,Category 2,4597,Mrs Kemi Badenoch,,,,,,,,,,,,,,,,,Cash,,1855,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Robert West,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8356,"Mark Petterson - £2,500.00",,31/07/2024,31/07/2024,,Category 2,5352,Dr Roz Savage,,,,,,,,,,,,,,,,,Cash,,2500,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Mark Petterson,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8159,"Usdaw - £2,000.00",,30/07/2024,31/07/2024,,Category 2,1510,Ed Miliband,,,,,,,,,,,,,,,,,Cash,,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Usdaw,"Usdaw Head Office, Voyager Building, 2 Furness Quay, Salford Quays, Manchester M50 3XZ",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8224,"Union of Shop, Distributive and Allied Workers (USDAW) - £2,000.00",,30/07/2024,31/07/2024,,Category 2,4456,Jeff Smith,,,,,,,,,,,,,,,,,Cash,to support my General Election campaign,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,"Union of Shop, Distributive and Allied Workers (USDAW)","Voyager Building, 2 Furness Quay, Salford Quays, Manchester M50 3XZ",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8500,"Stuart Duffield - £2,500.00",,31/07/2024,31/07/2024,,Category 2,5207,Clive Jones,,,,,,,,,,,,,,,,,Cash,,2500,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Stuart Duffield,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8502,"Carl Michel - £5,000.00",,31/07/2024,31/07/2024,,Category 2,5207,Clive Jones,,,,,,,,,,,,,,,,,Cash,,5000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Carl Michel,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8405,"James Moore - £2,500.00",,31/07/2024,31/07/2024,,Category 2,5286,Anna Sabine,,,,,,,,,,,,,,,,,Cash,,2500,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,James Moore,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8457,"Anthony Watson - £3,000.00",,31/07/2024,31/07/2024,,Category 2,1489,Dawn Butler,,,,,,,,,,,,,,,,,Cash,General Election Campaign donation,3000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Anthony Watson,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8673,"Blue Elephant Childcare Ltd - £6,000.00",,31/07/2024,31/07/2024,,Category 2,5138,Ian Roome,,,,,,,,,,,,,,,,,Cash,For my election campaign,6000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Blue Elephant Childcare Ltd,"Unit 30, Chivenor Business Park, Barnstaple EX31 4AY",Company,Blue Elephant Childcare Ltd,,11102621,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8359,"UNISON - £4,000.00",,31/07/2024,31/07/2024,,Category 2,5234,Laurence Turner,,,,,,,,,,,,,,,,,Cash,,4000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,UNISON,"130 Euston Road, London NW1 2AY",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8364,"Amjid Hussain - £4,620.00",,31/07/2024,31/07/2024,,Category 2,4394,Imran Hussain,,,,,,,,,,,,,,,,04/07/2024,Cash,,4620,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),04/07/2024,,TRUE,Amjid Hussain,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8047,"Unite the Union - £10,000.00",,29/07/2024,31/07/2024,,Category 2,4269,Andy McDonald,,,,,,,,,,,,,,,,,Cash,,10000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Unite the Union,"128 Theobalds Road, Holborn, London WC1X 8TN",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8050,"UNISON - £2,000.00",,29/07/2024,31/07/2024,,Category 2,4269,Andy McDonald,,,,,,,,,,,,,,,,,Cash,,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,UNISON,"130 Euston Road, London NW1 2AY",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8089,"Warren East - £5,000.00",,29/07/2024,31/07/2024,,Category 2,5096,Ian Sollom,,,,,,,,,,,,,,,,,Cash,,5000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Warren East,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8104,"Mr David Claydon - £5,000.00",,30/07/2024,31/07/2024,,Category 2,221,Dan Norris,,,,,,,,,,,,,,,,10/06/2024,Cash,,5000,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),06/07/2024,,TRUE,Mr David Claydon,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8171,"John Kinder - £2,000.00",,30/07/2024,31/07/2024,,Category 2,152,Sir Iain Duncan Smith,,,,,,,,,,,,,,,,03/06/2024,Cash,donation towards my re-election campaign,2000,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),03/06/2024,,TRUE,John Kinder,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8091,"Timothy McIver - £2,500.00",,31/07/2024,31/07/2024,,Category 2,5229,Joe Powell,,,,,,,,,,,,,,,,25/09/2023,Cash,,2500,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),25/09/2023,,TRUE,Timothy McIver,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8214,"GMB Northern Region - £3,000.00",,30/07/2024,31/07/2024,,Category 2,4864,Olivia Blake,,,,,,,,,,,,,,,,,Cash,,3000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,GMB Northern Region,"GMB North East Yorkshire and Humber Region, Lifton House, Eslington Road, Jesmond, Newcastle Upon Tyne NE2 4RH",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8223,"Andrew Dixon - £11,895.49",,30/07/2024,31/07/2024,,Category 2,5198,Chris Coghlan,,,,,,,,,,,,,,,,,Cash,"(£10,000 to support campaigning and £1,895.49 to support fundraising)",11895.49,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Andrew Dixon,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8565,"The Joseph Rowntree Reform Trust - £2,000.00",,31/07/2024,31/07/2024,,Category 2,5239,Sarah Gibson,,,,,,,,,,,,,,,,,Cash,,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,The Joseph Rowntree Reform Trust,"The Garden House, Water End, York YO30 6WQ",Company,The Joseph Rowntree Reform Trust,,357963,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8589,"Neil Record - £10,000.00",,31/07/2024,31/07/2024,,Category 2,4597,Mrs Kemi Badenoch,,,,,,,,,,,,,,,,08/07/2024,Cash,in support of my campaign for the leadership of the Conservative Party,10000,,,,,,,,,,,,,,(b) Any other support not included in Category 2(a),08/07/2024,,TRUE,Neil Record,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8029,"Guildford Labour Party - £3,675.00",,29/07/2024,31/07/2024,,Category 2,4654,Matt Rodda,,,,,,,,,,,,,,,,,InKind,"provision of staff time for a member of staff employed by Guildford Labour Party, who is working for me one day a week for some months during 2024",3675,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Guildford Labour Party,"9b Martyr Road, Guildford GU1 4LF",Registered Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7648,"Gary Lubner - £15,000.00",,29/07/2024,31/07/2024,,Category 2,5133,Alice Macdonald,,,,,,,,,,,,,,,,,Cash,,15000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Gary Lubner,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7949,"GMB Union - £5,000.00",,29/07/2024,31/07/2024,,Category 2,5193,Callum Anderson,,,,,,,,,,,,,,,,,Cash,to support my general election campaign,5000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,GMB Union,"Mary Turner House, 22 Stephenson Way, London NW1 2HD",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7951,"Labour Together Limited - £10,000.00",,29/07/2024,31/07/2024,,Category 2,5193,Callum Anderson,,,,,,,,,,,,,,,,,Cash,To support my general election campaign,10000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Labour Together Limited,"Langley House, Park Road, East Finchley, London N2 8EY",Company,Labour Together Limited,,9630980,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8207,"Andy Lichnowski - £5,550.00",,29/07/2024,31/07/2024,,Category 2,5352,Dr Roz Savage,,,,,,,,,,,,,,,,,Cash,,5550,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Andy Lichnowski,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7991,"Usdaw - £5,000.00",,29/07/2024,31/07/2024,,Category 2,5183,Frank McNally,,,,,,,,,,,,,,,,,Cash,,5000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Usdaw,"Quays, Voyager Building, 2 Furness Quay, Salford, Manchester M50 3XZ",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7162,"Gary Lubner - £7,500.00",,31/07/2024,31/07/2024,,Category 2,5189,Gordon McKee,,,,,,,,,,,,,,,,,Cash,,7500,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Gary Lubner,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8495,"MDVR Services Ltd - £2,000.00",,31/07/2024,31/07/2024,,Category 2,5207,Clive Jones,,,,,,,,,,,,,,,,,Cash,,2000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,MDVR Services Ltd,"71 Queen Victoria Street, London EC4V 4BE",Company,MDVR Services Ltd,,7036404,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8508,"Labour Together Limited - £10,000.00",,31/07/2024,31/07/2024,,Category 2,5057,Douglas McAllister,,,,,,,,,,,,,,,,,Cash,For my parliamentary campaign.,10000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Labour Together Limited,"Langley House Park Road, East Finchley, London N2 8EY",Company,Labour Together Limited,,9630980,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8402,"Simon Taylor - £10,000.00",,31/07/2024,31/07/2024,,Category 2,5286,Anna Sabine,,,,,,,,,,,,,,,,,Cash,,10000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Simon Taylor,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8447,"Musicians' Union - £3,000.00",,31/07/2024,31/07/2024,,Category 2,5324,Mrs Sarah Russell,,,,,,,,,,,,,,,,,Cash,Towards my election campaign,3000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Musicians' Union,"30 Snowfields, London SE1 3SU",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8507,"Reading Liberal Club Company Ltd - £5,000.00",,31/07/2024,31/07/2024,,Category 2,5207,Clive Jones,,,,,,,,,,,,,,,,,Cash,,5000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Reading Liberal Club Company Ltd,"158 Castle Hill, Reading, RG1 7RP",Company,Reading Liberal Club Company Ltd,,106623,Companies House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8001,Jane Brand - £834.00,,29/07/2024,31/07/2024,,Category 2,5276,Chris Ward,,,,,,,,,,,,,,,,,Cash,loan to cover campaign expenses during the 2024 general election,834,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Jane Brand,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8003,"Jane Brand - £1,333.33",,29/07/2024,31/07/2024,,Category 2,5276,Chris Ward,,,,,,,,,,,,,,,,,Cash,loan to cover campaign expenses during the 2024 general election,1333.33,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Jane Brand,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8389,"Richard Darling - £2,100.00",,31/07/2024,31/07/2024,,Category 2,5249,Ellie Chowns,,,,,,,,,,,,,,,,,Cash,,2100,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Richard Darling,,Individual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8363,"Unite - £5,000.00",,31/07/2024,31/07/2024,,Category 2,4394,Imran Hussain,,,,,,,,,,,,,,,,,Cash,,5000,,,,,,,,,,,,,,(a) Support linked to an MP but received by a local party organisation or indirectly via a central party organisation,,,TRUE,Unite,"Unite House, 128 Theobalds Road, Holborn, London WC1X 8TN",Trade Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
