financial_id,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,parliamentary_id,Member,JobTitle,StartDate,EndDate,IsUntilFurtherNotice,PayerName,PayerIsPrivateIndividual,IsPaidAsDirectorOfPayer,PayerPublicAddress,Updated_2,Updated_3,Updated_4,Updated_5,Updated_6,Updated_7,PaymentReceived,ReceivedDate,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails,RegularityOfPayment,PeriodForHoursWorked,DonationSource,AcceptedDate,ReceivedEndDate,IsSoleBeneficiary,DonorName,DonorPublicAddress,DonorStatus,DonorCompanyName,DonorCompanyUrl,DonorCompanyIdentifier,DonorCompanyIdentifierSource,DonorTrustDetails,DonorOtherDetails,Appg,VisitLocations_Country_1,VisitLocations_Destination_1,Purpose,Donors_Name_1,Donors_IsPrivateIndividual_1,Donors_PublicAddress_1,Donors_PaymentType_1,Donors_PaymentDescription_1,Donors_Value_1,Donors_IsSoleBeneficiary_1,Donors_Name_2,Donors_IsPrivateIndividual_2,Donors_PublicAddress_2,Donors_PaymentType_2,Donors_PaymentDescription_2,Donors_Value_2,Donors_IsSoleBeneficiary_2,Donors_Name_3,Donors_IsPrivateIndividual_3,Donors_PublicAddress_3,Donors_PaymentType_3,Donors_PaymentDescription_3,Donors_Value_3,Donors_IsSoleBeneficiary_3,VisitLocations_Country_2,VisitLocations_Destination_2,VisitLocations_Country_3,VisitLocations_Destination_3,Donors_Name_4,Donors_IsPrivateIndividual_4,Donors_PublicAddress_4,Donors_PaymentType_4,Donors_PaymentDescription_4,Donors_Value_4,Donors_IsSoleBeneficiary_4,Donors_Name_5,Donors_IsPrivateIndividual_5,Donors_PublicAddress_5,Donors_PaymentType_5,Donors_PaymentDescription_5,Donors_Value_5,Donors_IsSoleBeneficiary_5,IsSoleOwner,Location,PropertyDescription,PropertyOwnerDetails,RentalIncomeDetails,RentalIncomeStartDate,RentalIncomeEndDate,NumberOfProperties,IsLand,IsAnyRentalIncomePaidToAnotherPerson,Country,LandUse,PropertyType,ShareholdingThreshold,RegistrableDate,OrganisationName,OrganisationDescription,HeldOnBehalfOf,ManagedBy,AroseOn,Description,MiscellaneousInterestType,WorkingPattern,PersonName,FamilyMemberRelationshipLevel,FamilyRelationType,Employer
11544,Payment received on 11 December 2024 - £520.00,9233,04/01/2025,06/01/2025,,Category 1,5091,Nigel Farage,,,,,,,,,,,,,,,TRUE,11/12/2024,Monetary,,520,4,This is an estimated minimum,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11545,Payment received on 11 December 2024 - £140.31,9226,04/01/2025,06/01/2025,,Category 1,5091,Nigel Farage,,,,,,,,,,,,,,,TRUE,11/12/2024,Monetary,,140.31,14,This number is an estimate,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11596,"Payment received on 29 October 2024 - £27,111.05",4707,06/01/2025,06/01/2025,,Category 1,249,Sir Geoffrey Clifton-Brown,,,,,,,,,,,,,,,TRUE,29/10/2024,In kind,in respect of hours worked as a Partner,27111.05,255,maximum,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11599,Payment received on 27 September 2024 - £61.20,8065,20/12/2024,06/01/2025,,Category 1,5083,Bobby Dean,,,,,,,,,,,,,,,TRUE,27/09/2024,Monetary,Tax refund,61.2,0,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598,Payment received on 29 August 2024 - £61.20,8065,20/12/2024,06/01/2025,,Category 1,5083,Bobby Dean,,,,,,,,,,,,,,,TRUE,29/08/2024,Monetary,Tax refund,61.2,0,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11600,Payment received on 30 October 2024 - £61.20,8065,20/12/2024,06/01/2025,,Category 1,5083,Bobby Dean,,,,,,,,,,,,,,,TRUE,30/10/2024,Monetary,Tax refund,61.2,0,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11601,Payment received on 28 November 2024 - £194.65,8065,20/12/2024,06/01/2025,,Category 1,5083,Bobby Dean,,,,,,,,,,,,,,,TRUE,28/11/2024,Monetary,Tax refund and back pay for pay awards,194.65,0,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11585,"Payment received on 15 July 2024 - £1,109.36",7643,05/01/2025,05/01/2025,,Category 1,5344,Ben Coleman,,,,,,,,,,,,,,,TRUE,15/07/2024,Monetary,"Payment of £1,109.36 is the standard allowance for councillors. This was repaid in full on 11 October 2024.",1109.36,20,Approximate,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11576,"Payment received on 16 December 2024 - £47,000.00",6922,01/01/2025,01/01/2025,,Category 1,1508,Sir Geoffrey Cox,,,,,,,,,,,,,,,TRUE,16/12/2024,Monetary,,47000,40,Work undertaken between 1 October 2024 and 12 December 2024,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11574,"Payment received on 27 December 2024 - £3,649.04",3869,31/12/2024,31/12/2024,,Category 1,4475,Suella Braverman,,,,,,,,,,,,,,,TRUE,27/12/2024,Monetary,This is the outstanding payment for a speaking engagement in Zurich on 10 December 2024,3649.04,48,,TRUE,Global Liberty Institute,FALSE,"Gotthardstrasse 20,6300 Zug, Switzerland",Think Tank,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11387,"Payment expected for services on 23 September 2024 - £1,375.17",6538,27/12/2024,27/12/2024,,Category 1,5111,Martin Wrigley,,,,,,,,,,,,,,,FALSE,23/09/2024,Monetary,Back pay for allowances from financial year 2023/24,1375.17,0,no additional hours,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388,"Payment received on 23 October 2024 - £3,071.04",6538,27/11/2024,27/12/2024,,Category 1,5111,Martin Wrigley,,,,,,,,,,,,,,,TRUE,23/10/2024,Monetary,Back pay for allowances from financial year 2023/24,3071.04,0,no additional hours,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11557,Payment received on 24 December 2024 - £450.00,6031,24/12/2024,27/12/2024,,Category 1,5197,Dr Neil Shastri-Hurst,,,,,,,,,,,,,,,TRUE,24/12/2024,Monetary,(Includes 15% to be deducted for Chambers fee),450,4,Number of hours approximate,TRUE,Clyde & Co LLP Incorporating BLM (Manchester),FALSE,"2 New Bailey Square, Stanley Street, Salford, Lancashire, M3 5GS",Solicitor,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11559,Payment received on 27 November 2024 - £165.29,9486,24/12/2024,24/12/2024,,Category 1,5146,Michael Payne,,,,,,,,,,,,,,,TRUE,27/11/2024,Monetary,This was a one-off final payment of a pay award back-dated to April 2024.,165.29,25,Approximate number of hours as this related to a one-off payment for pay award back-dated to April 2024,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11560,Payment received on 20 December 2024 - £527.81,10356,24/12/2024,24/12/2024,,Category 1,5275,Graeme Downie,,,,,,,,,,,,,,,TRUE,20/12/2024,Monetary,"The Board received a Scottish Government Circular on 28 November advising of Remuneration increases for 2024/25 for Chairs and Non Executive Board Members.  

The payment received is back pay for the period while I was still a non executive board member.",527.81,0,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11541,"Payment received on 05 December 2024 - £15,451.52",9240,20/12/2024,23/12/2024,,Category 1,5091,Nigel Farage,,,,,,,,,,,,,,,TRUE,05/12/2024,Monetary,,15451.52,24,This number is estimated,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11550,Payment received on 29 November 2024 - £450.00,4138,23/12/2024,23/12/2024,,Category 1,1442,Mr Alistair Carmichael,,,,,,,,,,,,,,,TRUE,29/11/2024,Monetary,,450,3,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11543,"Payment received on 05 December 2024 - £189,300.00",11542,20/12/2024,20/12/2024,,Category 1,5091,Nigel Farage,,,,,,,,,,,,,,,TRUE,05/12/2024,Monetary,,189300,4,This is an estimated maximum hours worked per month since my election. It also includes payment for work undertaken prior to my election.,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11513,Payment received on 28 November 2024 - £305.37,11512,16/12/2024,17/12/2024,,Category 1,5067,Tony Vaughan,,,,,,,,,,,,,,,TRUE,28/11/2024,Monetary,In respect of work done before October 2020,305.37,4,Hours worked is an estimate,TRUE,Confidential,FALSE,Confidential,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11506,Payment received on 27 November 2024 - £665.00,3636,16/12/2024,17/12/2024,,Category 1,4573,Dr Rosena Allin-Khan,,,,,,,,,,,,,,,TRUE,27/11/2024,Monetary,,665,10,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11507,Payment received on 04 December 2024 - £665.00,3636,16/12/2024,17/12/2024,,Category 1,4573,Dr Rosena Allin-Khan,,,,,,,,,,,,,,,TRUE,04/12/2024,Monetary,,665,10,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11503,"Payment expected for services on 27 November 2024 - £1,612.63",11502,17/12/2024,17/12/2024,,Category 1,4743,Lee Anderson,,,,,,,,,,,,,,,FALSE,27/11/2024,Monetary,,1612.63,30,estimated hours,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11505,Payment received on 12 December 2024 - £107.50,11502,16/12/2024,17/12/2024,,Category 1,4743,Lee Anderson,,,,,,,,,,,,,,,TRUE,12/12/2024,Monetary,,107.5,16,estimated hours,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11501,"Payment received on 03 December 2024 - £1,333.33",4308,16/12/2024,16/12/2024,,Category 1,4084,Esther McVey,,,,,,,,,,,,,,,TRUE,03/12/2024,Monetary,for four articles in the Daily Express,1333.33,8,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11500,"Payment received on 30 November 2024 - £3,264.00",4341,15/12/2024,16/12/2024,,Category 1,1466,Dr Andrew Murrison,,,,,,,,,,,,,,,TRUE,30/11/2024,Monetary,,3264,80,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11493,Payment received on 09 December 2024 - £300.00,6031,13/12/2024,16/12/2024,,Category 1,5197,Dr Neil Shastri-Hurst,,,,,,,,,,,,,,,TRUE,09/12/2024,Monetary,,300,3,Approximate hours worked (includes 15% to be deducted for Chambers' fees),TRUE,Irwin Mitchell LLP (Yorkshire),FALSE,"Riverside East, 2 Millsands, Sheffield S3 8DT",Solicitor,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11494,Payment received on 13 December 2024 - £625.00,6031,13/12/2024,16/12/2024,,Category 1,5197,Dr Neil Shastri-Hurst,,,,,,,,,,,,,,,TRUE,13/12/2024,Monetary,,625,5,Approximate hours worked (Includes 15% to be deducted for Chambers' fees),TRUE,Irwin Mitchell LLP (Sheffield),FALSE,"Riverside East, 2 Millsands, Sheffield, South Yorkshire S3 8DT",Solicitor,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11496,"Payment received on 10 December 2024 - £1,500.00",10930,14/12/2024,16/12/2024,,Category 1,4475,Suella Braverman,,,,,,,,,,,,,,,TRUE,10/12/2024,Monetary,Articles,1500,6,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11511,Payment received on 04 December 2024 - £529.02,5988,16/12/2024,16/12/2024,,Category 1,5067,Tony Vaughan,,,,,,,,,,,,,,,TRUE,04/12/2024,Monetary,For work done before 4 July 2024,529.02,5,Hours worked is approx,TRUE,Confidential,FALSE,Confidential,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11405,"Payment received on 29 November 2024 - £42,076.80",6852,12/12/2024,12/12/2024,,Category 1,5091,Nigel Farage,,,,,,,,,,,,,,,TRUE,29/11/2024,Monetary,,42076.8,20,This number is an estimate,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11478,"Payment received on 06 December 2024 - £1,384.81",11413,11/12/2024,11/12/2024,,Category 1,5158,Rupert Lowe,,,,,,,,,,,,,,,TRUE,06/12/2024,Monetary,,1384.81,5,Period covers 22 November to 6 December,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11468,"Payment received on 29 November 2024 - £1,800.00",11466,10/12/2024,10/12/2024,,Category 1,5102,Carla Denyer,,,,,,,,,,,,,,,TRUE,29/11/2024,Monetary,,1800,10,Approximately 10 hours worked,FALSE,,FALSE,,,TRUE,Donated by the Member to the recipient,Charity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11473,Payment received on 10 December 2024 - £250.00,3680,10/12/2024,10/12/2024,,Category 1,152,Sir Iain Duncan Smith,,,,,,,,,,,,,,,TRUE,10/12/2024,Monetary,Article published in the Daily Telegraph on 19 November 2024,250,4,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11456,"Payment received on 07 November 2024 - £11,947.75",5988,09/12/2024,09/12/2024,,Category 1,5067,Tony Vaughan,,,,,,,,,,,,,,,TRUE,07/11/2024,Monetary,For work done before 4 July 2024,11947.75,0,none since my election,TRUE,Confidential,FALSE,Confidential,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11457,"Payment received on 22 November 2024 - £2,628.13",5988,07/12/2024,07/12/2024,,Category 1,5067,Tony Vaughan,,,,,,,,,,,,,,,TRUE,22/11/2024,Monetary,For work done before 4 July 2024,2628.13,0,none since my election,TRUE,Confidential,FALSE,Confidential,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11455,"Payment received on 04 November 2024 - £4,640.00",5988,07/12/2024,07/12/2024,,Category 1,5067,Tony Vaughan,,,,,,,,,,,,,,,TRUE,04/11/2024,Monetary,For work done before 4 July 2024,4640,0,none since my election,TRUE,Confidential,FALSE,Confidential,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11458,"Payment received on 01 November 2024 - £2,428.17",5988,07/12/2024,07/12/2024,,Category 1,5067,Tony Vaughan,,,,,,,,,,,,,,,TRUE,01/11/2024,Monetary,For work done before 4 July 2024,2428.17,0,none since my election,TRUE,Confidential,FALSE,Confidential,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453,Payment received on 26 November 2024 - £750.00,10930,06/12/2024,06/12/2024,,Category 1,4475,Suella Braverman,,,,,,,,,,,,,,,TRUE,26/11/2024,Monetary,Articles,750,3,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11449,Payment received on 28 November 2024 - £400.00,10852,05/12/2024,06/12/2024,,Category 1,5069,Torsten Bell,,,,,,,,,,,,,,,TRUE,28/11/2024,Monetary,,400,8,Estimated up to 2 hours per week,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11414,"Payment received on 27 November 2024 - £3,259.18",11413,03/12/2024,03/12/2024,,Category 1,5158,Rupert Lowe,,,,,,,,,,,,,,,TRUE,27/11/2024,Monetary,,3259.18,28,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11411,"Payment received on 10 October 2024 - £1,063.69",5988,28/11/2024,03/12/2024,,Category 1,5067,Tony Vaughan,,,,,,,,,,,,,,,TRUE,10/10/2024,Monetary,Payment for work carried out before 4th July 2024,1063.69,5.5,,TRUE,"Confidential, Duncan Lewis Solicitors Ltd",FALSE,"Sackville House, 143-149 Fenchurch Street, London EC3M 6BL",Solicitors,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11386,"Payment received on 23 July 2024 - £1,802.10",6538,29/08/2024,02/12/2024,,Category 1,5111,Martin Wrigley,,,,,,,,,,,,,,,TRUE,23/07/2024,Monetary,Allowance as leader of the council,1802.1,20,approx,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11384,Payment received on 25 November 2024 - £750.00,3671,02/12/2024,02/12/2024,,Category 1,152,Sir Iain Duncan Smith,,,,,,,,,,,,,,,TRUE,25/11/2024,Monetary,for an article published in The Sun on Sunday on 17th November,750,4,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408,"Payment received on 27 November 2024 - £2,883.08",9226,02/12/2024,02/12/2024,,Category 1,5091,Nigel Farage,,,,,,,,,,,,,,,TRUE,27/11/2024,Monetary,,2883.08,28,This number is an estimate,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11404,"Payment received on 25 November 2024 - £3,561.40",10624,02/12/2024,02/12/2024,,Category 1,5091,Nigel Farage,,,,,,,,,,,,,,,TRUE,25/11/2024,Monetary,,3561.4,8,This number is an estimate,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407,Payment received on 06 November 2024 - £120.91,9226,02/12/2024,02/12/2024,,Category 1,5091,Nigel Farage,,,,,,,,,,,,,,,TRUE,06/11/2024,Monetary,,120.91,14,This number is an estimate,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11395,"Payment received on 05 November 2024 - £2,358.97",4308,29/11/2024,29/11/2024,,Category 1,4084,Esther McVey,,,,,,,,,,,,,,,TRUE,05/11/2024,Monetary,for seven articles in the Daily Express,2358.97,14,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11389,Payment received on 22 November 2024 - £737.76,6538,27/11/2024,27/11/2024,,Category 1,5111,Martin Wrigley,,,,,,,,,,,,,,,TRUE,22/11/2024,Monetary,Back pay for allowances from financial year 2023/24,737.76,0,no additional hours,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11346,Payment received on 25 October 2024 - £344.77,7633,02/11/2024,25/11/2024,,Category 1,5176,Baggy Shanker,,,,,,,,,,,,,,,TRUE,25/10/2024,Monetary,As a final payment.,344.77,25,approx.,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,"Payment received on 15 November 2024 - £10,000.00",11337,25/11/2024,25/11/2024,,Category 1,1508,Sir Geoffrey Cox,,,,,,,,,,,,,,,TRUE,15/11/2024,Monetary,,10000,6,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11336,"Payment received on 28 November 2024 - £1,559.68",8078,18/11/2024,25/11/2024,,Category 1,221,Dan Norris,,,,,,,,,,,,,,,TRUE,28/11/2024,Monetary,"This is a one off payment for 8 months of ""back pay"" for Mayoral allowance
in light of the pay award for 1 April 2024 – 31 March 2025, which has now
been confirmed by the Local Government Association.",1559.68,0,see above,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11343,"Payment received on 25 July 2024 - £2,431.00",7633,02/09/2024,25/11/2024,,Category 1,5176,Baggy Shanker,,,,,,,,,,,,,,,TRUE,25/07/2024,Monetary,"£1,068.79 Basic Allowance and £1,362.71 Responsibility Allowance",2431,25,approx.,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11328,"Payment received on 18 October 2024 - £3,175.72",11326,25/11/2024,25/11/2024,,Category 1,5267,Yuan Yang,,,,,,,,,,,,,,,TRUE,18/10/2024,Monetary,Advance payment for signing publishing deal.,3175.72,0,,TRUE,RCW literary Agency,FALSE,"20 Powis Mews, London W11 1JN",,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11355,Payment received on 31 October 2024 - £400.00,10852,25/11/2024,25/11/2024,,Category 1,5069,Torsten Bell,,,,,,,,,,,,,,,TRUE,31/10/2024,Monetary,,400,8,Estimated up to 2 hours per week,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11313,Payment received on 25 October 2024 - £387.71,9710,20/11/2024,25/11/2024,,Category 1,5226,Michelle Welsh,,,,,,,,,,,,,,,TRUE,25/10/2024,Monetary,As a final payment,387.71,20,Approximate number of hours,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11344,"Payment received on 25 August 2024 - £1,068.79",7633,02/08/2024,25/11/2024,,Category 1,5176,Baggy Shanker,,,,,,,,,,,,,,,TRUE,25/08/2024,Monetary,Basic Allowance,1068.79,25,approx.,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
